,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Cleaned_Size
3360,"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17.0,100000000,Free,0.0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,17
3361,4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8,500000,Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,3.8
3363,Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23.0,1000000,Free,0.0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,23
3364,Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14.0,1000000,Free,0.0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,14
3365,ZenUI Launcher,PERSONALIZATION,4.7,1141545,15.0,50000000,Free,0.0,Everyone,Personalization,"July 31, 2018",Varies with device,Varies with device,15
3366,"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,29485,9.9,1000000,Free,0.0,Everyone,Personalization,"July 20, 2018",1.0.4,4.0 and up,9.9
3367,New Launcher 2018,PERSONALIZATION,4.4,142393,12.0,10000000,Free,0.0,Everyone,Personalization,"July 31, 2018",1.284.1.126,4.2 and up,12
3368,Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12.0,10000000,Free,0.0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,12
3369,"Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon",PERSONALIZATION,4.7,114851,20.0,10000000,Free,0.0,Everyone,Personalization,"July 20, 2018",2.1.9,4.1 and up,20
3370,3D Blue Glass Water Keyboard Theme,PERSONALIZATION,4.1,62209,7.4,10000000,Free,0.0,Everyone,Personalization,"July 1, 2018",6.7.1,4.0.3 and up,7.4
3371,Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0,10000000,Free,0.0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,3.0
3373,New 2018 Keyboard,PERSONALIZATION,4.6,298321,14.0,10000000,Free,0.0,Everyone,Personalization,"August 5, 2018",2.5.5.9,4.2 and up,14
3374,"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14.0,100000000,Free,0.0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,14
3375,ZenUI Themes – Stylish Themes,PERSONALIZATION,4.4,47393,7.2,10000000,Free,0.0,Everyone,Personalization,"May 24, 2018",1.8.0.24_180511,5.0 and up,7.2
3376,"Keyboard - wallpapers , photos",PERSONALIZATION,4.4,55525,22.0,10000000,Free,0.0,Everyone,Personalization,"February 26, 2018",1.2.7,4.0 and up,22
3377,Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267,7.2,500000,Free,0.0,Everyone,Personalization,"July 9, 2018",6.7.5,4.0.3 and up,7.2
3379,Microsoft Launcher,PERSONALIZATION,4.6,649568,26.0,10000000,Free,0.0,Everyone,Personalization,"August 1, 2018",4.12.0.44682,4.2 and up,26
3380,Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38.0,1000000,Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,38
3381,Door Lock Screen,PERSONALIZATION,4.3,5413,3.9,1000000,Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,3.9
3383,Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724,5.4,1000000,Free,0.0,Everyone,Personalization,"July 30, 2018",1.2,4.0.3 and up,5.4
3384,ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8,10000000,Free,0.0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,9.8
3385,"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,4.5,3277209,7.6,100000000,Free,0.0,Everyone,Personalization,"May 9, 2018",3.2.5,4.0 and up,7.6
3386,OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,1.1,500000,Free,0.0,Everyone,Personalization,"May 23, 2018",1.9.1.180419172630.4a15962,5.0 and up,1.1
3387,Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,6626,9.1,1000000,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.25.2018,4.0.3 and up,9.1
3388,Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,10796,6.8,1000000,Free,0.0,Everyone,Personalization,"July 6, 2018",6.7.5,4.0.3 and up,6.8
3389,"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,12.0,10000000,Free,0.0,Everyone,Personalization,"July 23, 2018",2.3.27,4.4 and up,12
3390,Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,29203,3.3,5000000,Free,0.0,Everyone,Personalization,"December 10, 2017",40.0,4.0 and up,3.3
3391,Romantic Love Photo Frames,PERSONALIZATION,4.4,18918,12.0,5000000,Free,0.0,Everyone,Personalization,"June 19, 2018",1.14,4.0 and up,12
3392,Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8,500000,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,9.8
3393,OnePlus Icon Pack,PERSONALIZATION,4.8,440,83.35,500000,Free,0.0,Everyone,Personalization,"May 23, 2018",1.9.2.180419172639.dbf3246,5.0 and up,920
3394,Water Garden Live Wallpaper,PERSONALIZATION,4.6,66453,14.0,5000000,Free,0.0,Everyone,Personalization,"April 10, 2018",1.57,2.3 and up,14
3395,Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398,6.8,100000,Free,0.0,Everyone,Personalization,"June 29, 2018",6.6.28,4.0.3 and up,6.8
3396,"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27.0,500000,Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,27
3397,Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4,100000,Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,7.4
3399,Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,89342,29.0,10000000,Free,0.0,Everyone,Personalization,"January 30, 2018",1.13,4.1 and up,29
3402,Zooper Widget,PERSONALIZATION,4.0,30498,5.9,1000000,Free,0.0,Everyone,Personalization,"March 11, 2015",2.60,3.2 and up,5.9
3403,Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14.0,1000000,Paid,2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,14
3404,Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14.0,1000000,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,14
3405,HD Widgets,PERSONALIZATION,4.3,58617,26.0,1000000,Paid,0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,26
3406,DashClock Widget,PERSONALIZATION,4.1,62301,1.9,1000000,Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,1.9
3407,Fancy Widgets,PERSONALIZATION,4.2,37237,3.9,5000000,Free,0.0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,3.9
3408,Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,83.35,10000,Paid,0.99,Everyone,Personalization,"January 7, 2015",1.1,4.0.3 and up,779
3411,Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,10000000,Free,0.0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,5.1
3412,Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10.0,5000000,Free,0.0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,10
3413,Waterfall Live Wallpaper,PERSONALIZATION,4.1,112977,13.0,10000000,Free,0.0,Everyone,Personalization,"May 22, 2018",3.6,4.1 and up,13
3414,Galaxy Live Wallpaper,PERSONALIZATION,4.2,58052,4.0,5000000,Free,0.0,Teen,Personalization,"September 14, 2017",1.1.8,2.3.3 and up,4.0
3415,Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180,5.4,1000000,Free,0.0,Everyone,Personalization,"December 24, 2016",1.3,2.1 and up,5.4
3416,Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,10000000,Free,0.0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,3.3
3417,Petals 3D live wallpaper,PERSONALIZATION,4.2,112479,4.3,10000000,Free,0.0,Everyone,Personalization,"July 25, 2018",3.0.5,4.2 and up,4.3
3418,Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,83.35,10000000,Free,0.0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,853
3419,LINE Launcher,PERSONALIZATION,4.4,733838,21.0,10000000,Free,0.0,Everyone,Personalization,"June 29, 2018",2.4.25,4.0.3 and up,21
3420,Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4,10000000,Free,0.0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,6.4
3421,Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,86481,8.6,10000000,Free,0.0,Everyone,Personalization,"January 31, 2018",4.8.3,4.0 and up,8.6
3422,Wallpapers HD,PERSONALIZATION,4.6,484981,2.1,10000000,Free,0.0,Everyone,Personalization,"November 28, 2016",1.7.1,3.0 and up,2.1
3423,Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,7.1,5000000,Free,0.0,Teen,Personalization,"May 31, 2018",2.7.2,4.0 and up,7.1
3426,Pink Roses Live Wallpaper,PERSONALIZATION,4.2,33074,3.3,1000000,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,3.3
3427,Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,5000000,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,3.5
3428,Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,4.1,50000000,Free,0.0,Everyone,Personalization,"June 24, 2014",1.9,2.1 and up,4.1
3429,Wallpaper,PERSONALIZATION,4.5,69488,9.7,1000000,Free,0.0,Everyone,Personalization,"July 8, 2018",6.07,4.1 and up,9.7
3430,Wolves Live Wallpaper,PERSONALIZATION,4.3,10401,3.3,1000000,Free,0.0,Everyone,Personalization,"October 27, 2017",7.5,4.1 and up,3.3
3431,Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,1000000,Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,7.1
3432,Tropical Beach Live Wallpaper,PERSONALIZATION,4.0,11343,8.4,1000000,Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,8.4
3433,Glowing Flowers Live Wallpaper,PERSONALIZATION,4.2,66730,7.0,5000000,Free,0.0,Everyone,Personalization,"May 21, 2018",18.0,4.1 and up,7.0
3434,Dolphins Live Wallpaper,PERSONALIZATION,4.2,25807,5.5,1000000,Free,0.0,Everyone,Personalization,"October 29, 2017",15.0,4.1 and up,5.5
3438,Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13.0,10000000,Free,0.0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,13
3441,BIG Launcher,PERSONALIZATION,4.3,881,5.9,10000,Paid,9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,5.9
3443,"iKeyboard - emoji, emoticons",PERSONALIZATION,4.5,624924,24.0,10000000,Free,0.0,Everyone,Personalization,"August 1, 2018",4.8.2.2195,4.1 and up,24
3444,Simple Neon Blue Future Tech Keyboard Theme,PERSONALIZATION,4.1,51145,6.2,10000000,Free,0.0,Everyone,Personalization,"June 28, 2018",1,4.0.3 and up,6.2
3447,TouchPal Purple Butterfly Theme,PERSONALIZATION,4.2,7435,6.9,1000000,Free,0.0,Everyone,Personalization,"June 28, 2018",1,4.0.3 and up,6.9
3449,Lavender Emoji Keyboard Theme,PERSONALIZATION,4.1,12008,6.1,1000000,Free,0.0,Everyone,Personalization,"May 27, 2016",5.0,4.0 and up,6.1
3453,"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24.0,10000000,Free,0.0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,24
3455,QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,4.1,10000000,Free,0.0,Everyone,Productivity,"July 20, 2018",1.8.4,4.4 and up,4.1
3457,Microsoft Outlook,PRODUCTIVITY,4.3,3252896,50.0,100000000,Free,0.0,Everyone,Productivity,"August 2, 2018",2.2.194,4.4 and up,50
3460,My Claro Peru,PRODUCTIVITY,3.2,11200,11.0,5000000,Free,0.0,Everyone,Productivity,"July 23, 2018",3.1.1,4.4 and up,11
3461,Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9653,5.1,1000000,Free,0.0,Everyone,Productivity,"August 6, 2018",1.2.5,4.1 and up,5.1
3462,Google Assistant,PRODUCTIVITY,4.2,58675,1.3,10000000,Free,0.0,Everyone,Productivity,"March 9, 2018",0.1.187945513,5.0 and up,1.3
3468,Archos File Manager,PRODUCTIVITY,4.0,2131,2.3,5000000,Free,0.0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,2.3
3469,ES File Explorer File Manager,PRODUCTIVITY,4.6,5383985,16.0,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",4.1.8.2.2,4.0 and up,16
3472,MyMTN,PRODUCTIVITY,4.0,8550,15.0,1000000,Free,0.0,Everyone,Productivity,"July 25, 2018",2.1.5,4.0 and up,15
3473,Dropbox,PRODUCTIVITY,4.4,1861310,61.0,500000000,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,61
3474,ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6,10000000,Free,0.0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,1.6
3479,lifebox,PRODUCTIVITY,4.2,56403,49.0,5000000,Free,0.0,Everyone,Productivity,"July 27, 2018",4.0.5,4.4 and up,49
3481,Content Transfer,PRODUCTIVITY,4.7,19302,7.2,5000000,Free,0.0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,7.2
3484,Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,50000000,Free,0.0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,1.5
3487,Microsoft Translator,PRODUCTIVITY,4.6,209696,49.0,5000000,Free,0.0,Everyone,Productivity,"June 18, 2018",3.2.258b ae1da5165,4.3 and up,49
3488,"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",PRODUCTIVITY,4.3,1498393,14.0,50000000,Free,0.0,Everyone,Productivity,"August 2, 2018",4.3.2.0,4.2 and up,14
3494,Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2,1000000,Free,0.0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,1.2
3496,Security & Privacy,PRODUCTIVITY,4.0,212,10.0,1000000,Free,0.0,Everyone,Productivity,"April 26, 2018",5.0.44,4.1 and up,10.0
3497,7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3,500000,Free,0.0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,4.3
3498,Loop - Habit Tracker,PRODUCTIVITY,4.7,17955,3.8,1000000,Free,0.0,Everyone,Productivity,"May 23, 2018",1.7.9,4.0.3 and up,3.8
3500,Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,4.2,74146,32.0,10000000,Free,0.0,Everyone,Productivity,"July 16, 2018",12.1.0,4.4 and up,32
3501,Pushbullet - SMS on PC,PRODUCTIVITY,4.5,176873,4.5,1000000,Free,0.0,Everyone,Productivity,"October 30, 2017",17.7.20,4.1 and up,4.5
3503,Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,8.4,1000000,Free,0.0,Everyone,Productivity,"March 23, 2018",4.4.1,4.0 and up,8.4
3504,Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12.0,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",12.8.2,4.4 and up,12
3505,Cozi Family Organizer,PRODUCTIVITY,4.4,56713,25.0,1000000,Free,0.0,Everyone,Productivity,"July 5, 2018",9.3.5776,4.1 and up,25
3509,Trello,PRODUCTIVITY,4.5,72513,12.0,5000000,Free,0.0,Everyone,Productivity,"July 18, 2018",5.0.1.11068-production,5.0 and up,12
3511,Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1,10000000,Free,0.0,Everyone,Productivity,"June 20, 2018",2.4.5,4.1 and up,7.1
3514,ES File Explorer File Manager,PRODUCTIVITY,4.6,5383971,16.0,100000000,Free,0.0,Everyone,Productivity,"August 3, 2018",4.1.8.2.2,4.0 and up,16
3515,Solid Explorer Classic,PRODUCTIVITY,4.5,49794,6.5,1000000,Free,0.0,Everyone,Productivity,"June 17, 2017",1.7.3,2.3 and up,6.5
3516,File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,50000000,Free,0.0,Everyone,Productivity,"July 2, 2018",6.4.0,4.0 and up,9.2
3517,File Explorer,PRODUCTIVITY,4.1,979,83.35,100000,Free,0.0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,720
3518,The Maner,PRODUCTIVITY,4.2,53015,2.2,5000000,Free,0.0,Everyone,Productivity,"November 12, 2017",2.2.2,2.3 and up,2.2
3521,Smart File Manager,PRODUCTIVITY,4.2,17415,4.1,1000000,Free,0.0,Everyone,Productivity,"July 5, 2018",3.5.9,4.0 and up,4.1
3529,"Polaris Office - Word, Docs, Sheets, Slide, PDF",PRODUCTIVITY,4.3,549900,60.0,10000000,Free,0.0,Everyone,Productivity,"July 18, 2018",7.3.30,4.1 and up,60
3531,"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1508137,37.0,100000000,Free,0.0,Everyone,Productivity,"July 30, 2018",11.1.3,4.0 and up,37
3537,Simple Notepad,PRODUCTIVITY,4.3,12321,83.35,1000000,Free,0.0,Everyone,Productivity,"December 25, 2016",2.0.1,2.3 and up,713
3538,Keep My Notes - Notepad & Memo,PRODUCTIVITY,4.6,122424,4.7,5000000,Free,0.0,Everyone,Productivity,"March 16, 2018",1.35.2,2.3.3 and up,4.7
3539,Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,21507,6.6,1000000,Free,0.0,Everyone,Productivity,"August 31, 2017",13.4,4.0 and up,6.6
3540,Notepad,PRODUCTIVITY,4.2,80581,2.5,10000000,Free,0.0,Everyone,Productivity,"October 16, 2016",2.4,2.3 and up,2.5
3541,Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,37204,19.0,1000000,Free,0.0,Everyone,Productivity,"July 21, 2018",3.4.4.4-GP,4.0 and up,19
3543,Notepad & To do list,PRODUCTIVITY,4.3,226295,4.2,10000000,Free,0.0,Everyone,Productivity,"June 6, 2018",4.3.19,2.3.3 and up,4.2
3544,"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,57904,11.0,1000000,Free,0.0,Everyone,Productivity,"July 1, 2018",12.8.2-pi,4.2 and up,11
3549,Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12.0,10000000,Free,0.0,Everyone,Productivity,"August 5, 2018",12.8.2,4.4 and up,12
3552,Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985,5.7,1000000,Free,0.0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,5.7
3553,Today Calendar 2017,PRODUCTIVITY,4.2,16349,9.0,1000000,Free,0.0,Everyone,Productivity,"April 25, 2016",4.0.7.3,4.1 and up,9.0
3555,New Calendar,PRODUCTIVITY,4.5,25985,6.9,1000000,Free,0.0,Everyone,Productivity,"July 20, 2018",1.0.167,4.0.3 and up,6.9
3556,Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270,8.4,1000000,Free,0.0,Everyone,Productivity,"March 23, 2018",4.4.1,4.0 and up,8.4
3557,Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9,5000000,Free,0.0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up,1.9
3561,Business Calendar 2,PRODUCTIVITY,4.6,102594,15.0,5000000,Free,0.0,Everyone,Productivity,"July 23, 2018",2.30.1,4.1 and up,15
3568,Unclouded - Cloud Manager,PRODUCTIVITY,4.1,6850,11.0,100000,Free,0.0,Everyone,Productivity,"August 8, 2016",2.3.3-play,4.1 and up,11
3569,Dropbox,PRODUCTIVITY,4.4,1861309,61.0,500000000,Free,0.0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,61
3570,Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,1000000,Free,0.0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,4.1
3571,SugarSync,PRODUCTIVITY,4.1,16420,3.8,1000000,Free,0.0,Everyone,Productivity,"May 16, 2018",4.4.0.4,2.3.3 and up,3.8
3573,MediaFire,PRODUCTIVITY,4.1,71432,3.8,5000000,Free,0.0,Everyone,Productivity,"November 1, 2017",4.2.2,4.1 and up,3.8
3575,Baby Names,PARENTING,4.5,86,2.8,10000,Free,0.0,Everyone,Parenting,"August 3, 2018",1.7,4.0.3 and up,2.8
3578,My baby Game (Balloon POP!),PARENTING,3.8,3614,3.3,1000000,Free,0.0,Everyone,Parenting;Brain Games,"May 28, 2018",2.15.2714,4.0 and up,3.3
3581,Development of the child up to a year,PARENTING,4.6,1413,14.0,100000,Free,0.0,Mature 17+,Parenting,"July 20, 2018",2.9.9,4.1 and up,14
3582,Favorite children's songs,PARENTING,4.7,39,83.35,10000,Free,0.0,Everyone,Parenting,"July 6, 2018",1.2.5,4.2 and up,95
3584,Baby Panda Learns Shapes,PARENTING,4.0,3789,42.0,1000000,Free,0.0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,42
3586,Mozart Baby Sleep,PARENTING,4.7,107,83.35,50000,Free,0.0,Teen,Parenting,"July 9, 2018",1.4.0,4.2 and up,98
3587,Kids Videos,PARENTING,4.1,559,6.4,100000,Free,0.0,Everyone,Parenting,"May 20, 2018",1.3.1,4.1 and up,6.4
3588,My baby firework,PARENTING,3.7,4976,2.8,1000000,Free,0.0,Everyone,Parenting;Education,"May 28, 2018",2.04.2714,4.0 and up,2.8
3590,Baby Food - Homemade Recipes,PARENTING,4.1,44,3.6,10000,Free,0.0,Everyone,Parenting,"August 7, 2018",8.2,4.0.3 and up,3.6
3591,My baby Phone,PARENTING,3.7,9293,2.4,1000000,Free,0.0,Everyone,Parenting,"May 28, 2018",2.03.2714,4.0 and up,2.4
3592,Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,62386,3.4,1000000,Free,0.0,Everyone,Parenting,"June 12, 2018",2.7,4.0 and up,3.4
3593,Arabic Chat - Chat,PARENTING,4.4,162,1.5,10000,Free,0.0,Everyone,Parenting,"May 1, 2018",1.0,4.1 and up,1.5
3594,BookBaby - Baby Development,PARENTING,4.6,1002,5.0,50000,Free,0.0,Everyone,Parenting,"August 18, 2016",3.0,4.0.3 and up,5.0
3595,Kids Craft Ideas,PARENTING,4.1,99,6.6,10000,Free,0.0,Everyone,Parenting,"March 29, 2018",1.1,4.1 and up,6.6
3600,How do I take care of my child?,PARENTING,4.8,190,6.8,100000,Free,0.0,Everyone,Parenting,"June 24, 2018",1.5,4.0 and up,6.8
3601,Baby Name Together,PARENTING,4.0,464,24.0,100000,Free,0.0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,24
3602,White Noise for Baby,PARENTING,4.9,717,6.6,100000,Free,0.0,Everyone,Parenting,"December 30, 2017",1.6.0,4.1 and up,6.6
3604,The first year of a baby's life,PARENTING,4.8,7505,9.1,100000,Free,0.0,Everyone,Parenting,"January 7, 2017",1.1.27.477-free,2.3 and up,9.1
3605,Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,4.4,11501,11.0,1000000,Free,0.0,Everyone,Parenting,"July 30, 2018",3.7.1,4.0.3 and up,11
3606,Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69,5.8,5000,Free,0.0,Everyone,Parenting,"July 10, 2018",1.0.6,4.0.3 and up,5.8
3607,"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24.0,500000,Free,0.0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,24
3608,"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349,4.4,100000,Free,0.0,Everyone,Parenting,"March 21, 2018",1.7,4.4 and up,4.4
3609,PPS Online,PARENTING,4.6,37,16.0,10000,Free,0.0,Everyone,Parenting,"July 9, 2018",3.19,4.0.3 and up,16
3610,Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,806,11.0,500000,Free,0.0,Everyone,Parenting,"August 4, 2018",4.2,4.0.3 and up,11
3611,Latest Emmanuella Comedy Video,PARENTING,4.6,60,4.9,10000,Free,0.0,Everyone,Parenting,"April 1, 2018",Natalia Studio Development,4.0.3 and up,4.9
3612,Baby Care & Tracker,PARENTING,4.1,319,11.0,100000,Free,0.0,Everyone,Parenting,"July 12, 2018",5.3,4.0.3 and up,11
3613,Urban Limo Taxi Simulator,PARENTING,3.8,824,53.0,1000000,Free,0.0,Everyone,Parenting,"August 2, 2018",8.9,4.0.3 and up,53
3614,Rainbow - Journal & Activities,PARENTING,4.8,6668,20.0,100000,Free,0.0,Everyone,Parenting,"March 28, 2018",2.5.9,4.1 and up,20
3615,Classical music for baby,PARENTING,4.8,1940,38.0,100000,Free,0.0,Everyone,Parenting;Music & Video,"July 18, 2018",1.04,4.2 and up,38
3617,My Child from eDziecko.pl,PARENTING,4.5,1025,17.0,100000,Free,0.0,Everyone,Parenting,"June 29, 2018",1.3.9,4.1 and up,17
3618,Baby Panda Musical Genius,PARENTING,4.0,3346,37.0,1000000,Free,0.0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,37
3619,Baby Monitor,PARENTING,4.4,5343,5.2,1000000,Free,0.0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,5.2
3620,Daniel Tiger for Parents,PARENTING,4.7,247,28.0,100000,Free,0.0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,28
3622,Vegetable Fun,PARENTING,3.9,3182,46.0,1000000,Free,0.0,Everyone,Parenting;Education,"June 15, 2018",8.25.10.00,4.0.3 and up,46
3623,It's open.,PARENTING,4.4,1528,16.0,100000,Free,0.0,Everyone,Parenting,"July 24, 2018",8.1.2,4.4 and up,16
3624,Children's Stories 2018 - The Lion Come Lion,PARENTING,4.4,39,18.0,10000,Free,0.0,Everyone,Parenting;Music & Video,"October 31, 2017",1.2,4.0 and up,18
3625,Feed Baby - Baby Tracker,PARENTING,4.5,76795,18.0,1000000,Free,0.0,Everyone,Parenting,"August 1, 2018",2.0.6,4.1 and up,18
3627,Weather forecast,WEATHER,4.8,159455,10.0,1000000,Free,0.0,Everyone,Weather,"May 8, 2018",1.11.93,4.4 and up,10
3629,Live Weather Pro,WEATHER,4.8,892,17.0,10000,Free,0.0,Everyone,Weather,"July 17, 2018",1.1,4.4 and up,17
3631,weather - weather forecast,WEATHER,4.7,11118,9.7,1000000,Free,0.0,Everyone,Weather,"April 26, 2018",30,4.0 and up,9.7
3634,Free live weather on screen,WEATHER,4.4,15370,21.0,1000000,Free,0.0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,21
